School_ID,School_Type,Student_Count_Total,ADA_Accessible,Dress_Code,Bilingual_Services,Refugee_Services,Title_1_Eligible,Average_ACT_School,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Rating_Status,Student_Growth_Rating,Student_Attainment_Rating,Culture_Climate_Rating,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Growth_ACT_Grade_11_Pct,Attainment_ACT_Grade_11_Pct,Freshmen_On_Track_School_Pct_Year_2,College_Persistence_School_Pct_Year_2,Supportive_School_Award,lib_cnt,Neighborhood Name,PRED_NON_ENG_LANG,PRED_NON_ENG_PERCENT,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME,HARDSHIP INDEX,Suspensions_Per_100_Students_Change,Misconducts_To_Suspensions_Change,Student_Attendance_Change,Teacher_Attendance_Change,One_Year_Dropout_Rate_Change,Student_Low_Income_Pct,Student_Special_Ed_Pct,Student_English_Learners_Pct,Student_Black_Pct,Student_Hispanic_Pct,Student_White_Pct,Student_Asian_Pct
610391,Selective enrollment,1331,Generally accessible,N,N,N,Y,22.9,83.6,89.2,Level 1+,Good Standing,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,1.8,83,99.3,91.1,Coming Soon,7,WEST ENGLEWOOD,SPANISH,0.01,0.048,0.344,0.359,0.263,0.407,11317,89,-0.8,-38.9,0.1,4.7,-1,0.662659654,0.054094666,0.014274981,0.706987228,0.24417731,0.025544703,0.009767092
609727,Neighborhood,639,Generally accessible,Y,N,N,Y,15.2,55.4,57.9,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,MODERATELY ORGANIZED,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.9,10,73.5,60.3,Coming Soon,6,DOUGLAS,CHINESE,0.03,0.018,0.296,0.182,0.143,0.307,23791,47,56,-5.7,-5.5,4.9,-0.2,0.948356808,0.231611894,0.006259781,0.982785603,0.012519562,0,0
609708,Neighborhood,802,Generally accessible,N,Y,N,Y,15.3,44.6,65.2,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.6,12,68.7,64.3,Emerging,2,PORTAGE PARK,SPANISH,0.12,0.041,0.116,0.126,0.193,0.34,24336,35,13.5,12.9,-0.5,5,-1.1,0.935162095,0.221945137,0.25436409,0.224438903,0.736907731,0.024937656,0.00872818
610323,Small,293,Generally accessible,Y,Y,N,Y,14.6,49.4,63.7,Level 2+,Good Standing,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,WEAK,STRONG,STRONG,NEUTRAL,-0.8,7,92.4,44.1,Coming Soon,1,SOUTH CHICAGO,SPANISH,0.09,0.047,0.298,0.197,0.266,0.411,16579,75,21.6,2.7,1.3,5.3,-0.2,0.924914676,0.300341297,0.071672355,0.778156997,0.215017065,0.003412969,0
609729,Neighborhood,1736,Generally accessible,N,Y,N,Y,16.4,50.1,72.5,Level 2+,Provisional Support,AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.5,19,78.3,60.3,Coming Soon,2,IRVING PARK,SPANISH,0.19,0.063,0.131,0.1,0.224,0.316,27249,34,8.3,-3.7,1.2,4.3,-0.1,0.921082949,0.208525346,0.186059908,0.101958525,0.815092166,0.054147465,0.013248848
610513,Military academy,262,Generally accessible,Y,N,N,Y,18.8,61.5,86.1,Level 1,Good Standing,ABOVE AVERAGE,AVERAGE,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,0.6,40,80.2,61.1,Coming Soon,5,ARMOUR SQUARE,CHINESE,0.45,0.057,0.401,0.167,0.345,0.383,16148,82,13,-3.6,0.7,5,-3,0.91221374,0.133587786,0.026717557,0.442748092,0.404580153,0.106870229,0.026717557
610384,Small,420,Fully Accessible,Y,Y,N,Y,18.8,58.5,94.2,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.2,44,95,71.7,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.548,0.338,10402,96,1.4,19,-1.5,4.9,3.2,0.95952381,0.123809524,0.116666667,0.007142857,0.983333333,0.007142857,0.002380952
610244,Magnet,548,Fully Accessible,Y,N,N,Y,16.3,54.1,85.8,Level 2+,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.1,16,91.2,61.2,Coming Soon,2,AUSTIN,SPANISH,0.03,0.063,0.286,0.226,0.244,0.379,15957,73,5.3,-4.6,-1.6,5.9,1.5,0.934306569,0.122262774,0.010948905,0.974452555,0.023722628,0,0
609749,Selective enrollment,1062,Fully Accessible,N,N,N,N,29.5,93.4,97.8,Level 1+,Good Standing,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.9,99,99.3,97.4,Coming Soon,6,NORTH PARK,SPANISH,0.06,0.039,0.132,0.099,0.144,0.39,26576,33,-0.5,-1.9,0.9,4.8,0.3,0.442561205,0.057438795,0.006591337,0.073446328,0.297551789,0.292843691,0.196798493
609753,Magnet,723,Generally accessible,N,Y,N,N,20.2,79.8,74.7,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,STRONG,0.8,56,92.8,80.2,Coming Soon,2,MOUNT GREENWOOD,SPANISH,0.01,0.01,0.034,0.087,0.043,0.368,34381,16,-1.3,3.4,0.3,4.4,-0.1,0.449515906,0.182572614,0.011065007,0.410788382,0.181189488,0.369294606,0.002766252
609760,Military academy,479,Generally accessible,Y,N,N,Y,18,45.7,91,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,0,31,96.6,57.8,Coming Soon,2,RIVERDALE,SPANISH,0.01,0.058,0.565,0.346,0.275,0.515,8201,98,-2.5,-9.3,0.1,5.3,1.2,0.924843424,0.054279749,0.037578288,0.400835073,0.586638831,0.006263048,0
609693,Selective enrollment,1199,Fully Accessible,N,N,N,Y,20.7,76.7,97.6,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,0.5,62,95,81.4,Coming Soon,7,HUMBOLDT PARK,SPANISH,0.18,0.148,0.339,0.173,0.354,0.38,13781,85,2.3,-3.2,-0.8,4.5,0.3,0.818181818,0.069224354,0.014178482,0.53794829,0.389491243,0.020850709,0.040033361
400022,Contract,621,Generally accessible,N,N,N,N,19.4,79.6,81.1,Level 1+,Good Standing,AVERAGE,AVERAGE,WELL ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,48,93,82.4,Coming Soon,3,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,0.2,-9.1,0.2,0,2.1,0.534621578,0.061191626,0.00805153,0.383252818,0.325281804,0.191626409,0.024154589
609680,Selective enrollment,1072,Fully Accessible,N,Y,N,N,29.6,87.7,95.3,Level 1+,Good Standing,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,2.6,99,99.6,96.5,Coming Soon,3,NEAR NORTH SIDE,SPANISH,0.01,0.019,0.129,0.07,0.025,0.226,88669,1,-1.5,-5,0,4.5,-0.3,0.322761194,0.044776119,0.007462687,0.110074627,0.219216418,0.433768657,0.179104478
610392,Small,351,Fully Accessible,Y,Y,N,Y,17.5,57.8,77.9,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.3,27,86.6,61.1,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.548,0.338,10402,96,1,4.7,-0.6,5.4,1,0.96011396,0.153846154,0.253561254,0.065527066,0.908831909,0.008547009,0
609678,Selective enrollment,1866,Generally accessible,N,N,N,N,26.2,87.3,91.8,Level 1+,Good Standing,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.7,97,99.1,94,Coming Soon,5,LOOP,CHINESE,0.02,0.015,0.147,0.057,0.031,0.135,65526,3,-0.5,-19.4,0.6,4.9,0.1,0.392282958,0.067524116,0.009110397,0.138799571,0.283494105,0.3585209,0.13022508
609719,Neighborhood,1387,Generally accessible,N,Y,N,Y,17.5,65.7,91.2,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,WEAK,NEUTRAL,-0.7,27,84.1,70.4,Established,5,LAKE VIEW,SPANISH,0.02,0.011,0.114,0.047,0.026,0.17,60058,5,-23.3,-2.4,1.1,4.7,1,0.808940159,0.165825523,0.073540014,0.091564528,0.706560923,0.134102379,0.037490988
400087,Charter,198,Generally accessible,Y,N,N,Y,15.7,61.4,66.7,Level 2+,Not Applicable,AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,WEAK,-0.4,12,84.5,81.8,Coming Soon,5,DOUGLAS,CHINESE,0.03,0.018,0.296,0.182,0.143,0.307,23791,47,0,0,6.7,0,0.1,0.924242424,0.313131313,0,0.924242424,0.045454545,0.02020202,0
610380,Small,232,Generally accessible,Y,N,N,Y,17.1,74.7,83.5,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,WEAK,STRONG,STRONG,NEUTRAL,-0.5,23,83.1,76.3,Coming Soon,5,GRAND BOULEVARD,SPANISH,0.01,0.033,0.293,0.243,0.159,0.395,23472,57,19.6,13.3,1.5,4.9,-0.5,0.965517241,0.142241379,0.004310345,0.974137931,0.017241379,0.004310345,0
609750,Citywide-Option,38,No/unknown accessibility,N,U,U,Y,16.7,58.53109244,21.4,Level 2,Provisional Support,NO DATA AVAILABLE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280702,19,84.72051282,65.80608696,Coming Soon,5,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,2.6,-28.6,-2.2,4.1,-7.7,0.973684211,0.157894737,0.052631579,0.736842105,0.210526316,0.052631579,0
400053,Charter,670,Generally accessible,Y,Y,N,Y,19.5,80.5,81.7,Level 1+,Not Applicable,FAR ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,WEAK,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,2.5,50,87.7,73.2,Coming Soon,7,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,0,0,1,0,1.1,0.898507463,0.155223881,0.111940299,0.152238806,0.804477612,0.017910448,0.004477612
400062,Charter,329,Generally accessible,Y,Y,N,Y,16.5,75.7,73.1,Level 1+,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.5,18,91.6,66.7,Coming Soon,5,AUBURN GRESHAM,SPANISH,0,0.04,0.276,0.283,0.185,0.419,15528,74,0,0,2.3,0,3.2,0.899696049,0.197568389,0.003039514,0.975683891,0.018237082,0,0
610357,Neighborhood,127,No/unknown accessibility,Y,Y,N,Y,15.7,47.2,91.2,Level 2+,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,STRONG,VERY STRONG,STRONG,-1.2,15,87.8,72.7,Coming Soon,10,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.548,0.338,10402,96,11.5,14.7,-1,5.8,0,0.960629921,0.267716535,0.338582677,0.007874016,0.976377953,0.007874016,0
609707,Neighborhood,123,Generally accessible,Y,N,N,Y,13.2,46.4,39.4,Level 3,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,WEAK,-2,3,57.9,38.2,Coming Soon,6,ENGLEWOOD,SPANISH,0,0.038,0.466,0.28,0.285,0.425,11888,94,24.2,7,3.4,3.3,3.8,0.959349593,0.317073171,0,0.975609756,0.008130081,0,0.008130081
400098,Charter,964,Generally accessible,Y,Y,N,Y,21.8,88.4,86.4,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,3.4,74,95,82.2,Coming Soon,5,LOOP,CHINESE,0.02,0.015,0.147,0.057,0.031,0.135,65526,3,0,0,-0.6,0,1.1,0.834024896,0.114107884,0.06846473,0.272821577,0.670124481,0.006224066,0.039419087
610506,Small,94,Generally accessible,Y,N,N,Y,14.3,50.7,73.9,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,VERY WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.5,6,60,44.1,Coming Soon,5,ENGLEWOOD,SPANISH,0,0.038,0.466,0.28,0.285,0.425,11888,94,-35.2,-7.7,11.7,4.9,-2.7,0.925531915,0.20212766,0,0.989361702,0.010638298,0,0
400013,Charter,378,Fully Accessible,Y,Y,N,Y,14.9,29.5,67.9,Level 2+,Not Applicable,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,NEUTRAL,STRONG,NEUTRAL,-1.2,10,88.6,73.3,Coming Soon,5,AVONDALE,SPANISH,0.32,0.06,0.153,0.092,0.247,0.31,20039,42,0,0,-3.2,0,4.4,0.947089947,0.251322751,0.272486772,0.031746032,0.925925926,0.013227513,0.007936508
609679,Career academy,1398,Generally accessible,N,Y,N,Y,18.1,66.4,88.2,Level 1+,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.3,34,94.7,70.1,Established,4,BELMONT CRAGIN,SPANISH,0.33,0.108,0.187,0.146,0.373,0.373,15461,70,3.8,-2.3,-0.5,4.5,1.6,0.941344778,0.129470672,0.058655222,0.180257511,0.787553648,0.019313305,0.005007153
610499,Small,256,Generally accessible,Y,N,N,Y,14.7,41.2,58.9,Level 3,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,NOT YET ORGANIZED,VERY WEAK,WEAK,NEUTRAL,VERY WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-2,7,69.7,29.6,Coming Soon,10,NORTH LAWNDALE,SPANISH,0.02,0.074,0.431,0.212,0.276,0.427,12034,87,-19.1,36.5,-1.3,4.4,-0.2,0.99609375,0.23046875,0.00390625,0.98046875,0.015625,0,0
400061,Charter,428,Generally accessible,Y,N,N,Y,16.8,53.2,75.2,Level 1,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY WEAK,STRONG,STRONG,NEUTRAL,0.6,20,90.7,72.5,Coming Soon,5,AUBURN GRESHAM,SPANISH,0,0.04,0.276,0.283,0.185,0.419,15528,74,0,0,2,0,4.8,0.948598131,0.177570093,0,0.974299065,0.011682243,0,0
609751,Selective enrollment,598,Generally accessible,N,N,N,Y,20.6,82.1,89.4,Level 1+,Good Standing,AVERAGE,AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.4,60,90.1,86.9,Coming Soon,3,KENWOOD,SPANISH,0.01,0.024,0.217,0.157,0.113,0.354,35911,26,2.6,18.4,0,4.5,0.5,0.822742475,0.091973244,0.025083612,0.939799331,0.038461538,0.001672241,0.010033445
609766,Special Education,234,Generally accessible,N,U,U,Y,17.46752137,10.8,27.8,Inability to Rate,Good Standing,NO DATA AVAILABLE,NO DATA AVAILABLE,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,-0.062280702,29.64957265,95.2,65.80608696,Coming Soon,4,PORTAGE PARK,SPANISH,0.12,0.041,0.116,0.126,0.193,0.34,24336,35,-1.7,44.7,1.2,4.7,0.9,0.799145299,1,0.35042735,0.213675214,0.555555556,0.205128205,0.021367521
400032,Charter,425,Generally accessible,Y,N,N,Y,16.3,64.3,78.6,Level 2+,Not Applicable,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,16,71.4,61,Coming Soon,5,AUBURN GRESHAM,SPANISH,0,0.04,0.276,0.283,0.185,0.419,15528,74,0,0,4.6,0,0,0.92,0.188235294,0,0.981176471,0.007058824,0,0
609768,Neighborhood,95,No/unknown accessibility,Y,N,N,Y,14.7,44.8,71.4,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,8,84.4,40.5,Coming Soon,6,ENGLEWOOD,SPANISH,0,0.038,0.466,0.28,0.285,0.425,11888,94,-7.7,-11.5,-1.9,4.8,-1.5,0.989473684,0.515789474,0.115789474,0.789473684,0.168421053,0.031578947,0
400102,Charter,225,Generally accessible,Y,N,N,Y,16.6,74.6,64.1,Level 2,Not Applicable,AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,VERY STRONG,STRONG,NEUTRAL,0.3,19,74.7,61.1,Coming Soon,7,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0,0,3.9,0,-4.2,0.875555556,0.262222222,0,0.977777778,0.013333333,0,0
609695,Neighborhood,1223,Fully Accessible,Y,Y,Y,Y,18.2,54.4,82.8,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,35,94.4,72,Exemplary,5,LINCOLN SQUARE,SPANISH,0.08,0.034,0.109,0.082,0.134,0.255,37524,17,3.3,-7.9,-1.3,4.1,1.1,0.814390842,0.13736713,0.085036795,0.119378577,0.595257563,0.1210139,0.133278823
400091,Contract,245,Fully Accessible,Y,Y,N,Y,15.6,60,69.5,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,WEAK,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1,12,76.6,46.2,Coming Soon,9,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,-0.3,13.6,-0.5,0,0,0.906122449,0.248979592,0.012244898,0.771428571,0.183673469,0.032653061,0.008163265
609710,Neighborhood,387,Generally accessible,N,N,N,Y,15.2,48,54.6,Level 3,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,NOT YET ORGANIZED,WEAK,WEAK,STRONG,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.3,10,58.1,49.6,Coming Soon,4,ROSELAND,SPANISH,0,0.025,0.198,0.203,0.169,0.412,17949,52,-35.7,0.8,-3.7,4.2,-0.8,0.943152455,0.273901809,0,0.989664083,0.002583979,0.002583979,0
609735,Neighborhood,239,Generally accessible,Y,Y,N,Y,14.5,31.7,50,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,WEAK,NEUTRAL,STRONG,STRONG,STRONG,WEAK,STRONG,STRONG,STRONG,-1.1,7,70.8,34.4,Coming Soon,6,NEW CITY,SPANISH,0.27,0.119,0.29,0.23,0.415,0.389,12765,91,8.6,-23,0.2,5.2,2.1,0.941422594,0.351464435,0.075313808,0.556485356,0.317991632,0.087866109,0.0041841
400059,Charter,351,Generally accessible,Y,Y,N,Y,14.5,63.2,69.7,Level 2,Not Applicable,FAR BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,VERY STRONG,STRONG,NEUTRAL,-1.7,7,83.1,51.7,Coming Soon,11,NORTH LAWNDALE,SPANISH,0.02,0.074,0.431,0.212,0.276,0.427,12034,87,0,0,-0.5,0,-0.1,0.968660969,0.176638177,0,0.991452991,0.005698006,0,0
609682,Neighborhood,218,Generally accessible,Y,Y,N,Y,14.6,47.4,71.7,Level 2,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.9,7,71.4,36.7,Emerging,6,NEW CITY,SPANISH,0.27,0.119,0.29,0.23,0.415,0.389,12765,91,-22.7,-7.8,6.5,4.5,-1.5,0.899082569,0.266055046,0.288990826,0.399082569,0.591743119,0.009174312,0
609711,Neighborhood,136,Generally accessible,Y,N,N,Y,14.6,31.9,62.1,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,VERY WEAK,STRONG,STRONG,STRONG,-1.3,7,76.4,32.4,Coming Soon,6,WEST ENGLEWOOD,SPANISH,0.01,0.048,0.344,0.359,0.263,0.407,11317,89,-52.4,-29.4,-0.2,4.5,-1,0.992647059,0.294117647,0.029411765,0.955882353,0.036764706,0,0
400097,Charter,1146,Generally accessible,Y,N,N,Y,21.7,84.4,71.5,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,4,73,91.7,81,Coming Soon,6,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0,0,-1.1,0,3.5,0.881326353,0.140488656,0.078534031,0.328970332,0.657068063,0.003490401,0.005235602
610304,Military academy,533,Generally accessible,Y,Y,N,Y,19,45.2,91.5,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,WEAK,STRONG,STRONG,STRONG,0.6,43,94.9,65.5,Emerging,2,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,-6.9,-14.2,0.3,5.5,0.6,0.943714822,0.061913696,0.046904315,0.168855535,0.801125704,0.005628518,0.011257036
610390,Military academy,556,Generally accessible,Y,N,N,Y,18,63.3,87.6,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,32,95.8,67.1,Established,5,EDGEWATER,SPANISH,0.05,0.041,0.182,0.092,0.097,0.238,33385,19,-7.7,-27.6,0.2,5.4,0.2,0.888489209,0.104316547,0.052158273,0.09352518,0.744604317,0.082733813,0.055755396
